Object_ComplaintNo,Object_ObjectNumber,ObjectType,Position,SafetyEquip,InjuryLevel,Age,Sex,DirectionOfTravel,ObjectID,DriverAction,LightConditionsA,LightConditionsB,TrafficControlDev,TrafficControlCond,PedestrianAction,ContribRoadCond,ContribVehCond,UnsafeSpeed,DriverPedCondition,PrimaryEvent,StartMonth,StartDay,StartTime,Severity,VehicleCount,InjuredCount,FatalityCount,HitRunFlag,SurfaceConditions,EnvironConditions,DamageGE1000,SpecialFacility,RoadAlignA,RoadAlignB,RoadClass,CollLocation,Address
98141941,02,2,12,08,MINOR INJURY,023,F,,07,00,01,00,02,01,01,00,00,00,,01,199806,18,1029,02,1,1,0,2,02,02,NO,01,01,01,02,02,2 AV SW & 2 ST SW
98142076,01,2,12,99,MINOR INJURY,009,M,E,07,00,01,00,06,01,02,00,00,00,,01,199806,18,0840,02,1,1,0,2,02,02,NO,01,09,09,09,09,WHITNEL CL NE & 42 ST NE
98142227,01,2,12,08,MINOR INJURY,014,M,,07,00,01,01,06,01,98,00,00,00,,01,199806,18,1551,02,1,1,0,2,02,02,NO,01,01,01,03,02,SILVERDALE DR NW & 56 AV NW
98142736,03,2,12,08,MINOR INJURY,026,M,,07,00,03,02,01,00,04,00,00,00,,03,199806,19,0215,02,2,1,0,2,02,02,NO,01,01,01,02,01,7400 MACLEOD TR S
98142736,03,2,12,08,MINOR INJURY,026,M,,07,00,03,02,01,00,04,00,00,00,,03,199806,19,0215,02,2,1,0,2,02,02,NO,01,01,01,02,01,7400 MACLEOD TR S
98142736,03,2,12,08,MINOR INJURY,026,M,,07,00,03,02,01,00,04,00,00,00,,03,199806,19,0215,02,2,1,0,2,02,02,NO,01,01,01,02,01,7400 MACLEOD TR S
98142736,03,2,12,08,MINOR INJURY,026,M,,07,00,03,02,01,00,04,00,00,00,,03,199806,19,0215,02,2,1,0,2,02,02,NO,01,01,01,02,01,7400 MACLEOD TR S
98142906,02,2,12,08,MINOR INJURY,042,M,,07,00,01,01,00,00,01,00,00,00,,01,199806,19,1000,02,1,1,0,1,01,01,NO,01,00,00,00,02,MACLEOD TR S & 7 AV SW
98143169,02,2,12,08,MINOR INJURY,010,M,,07,00,01,00,01,00,98,00,00,00,,07,199806,19,1507,02,1,1,0,2,02,03,NO,01,01,01,02,02,MILLVIEW RD SW & MILLVIEW RI SW
98143288,02,2,12,08,MAJOR INJURY,013,M,,07,00,01,01,01,00,01,00,00,00,,01,199806,19,1715,02,1,1,0,2,02,02,NO,01,00,01,01,02,1403 5 ST SW
98143481,02,2,12,08,MINOR INJURY,016,M,,07,00,01,00,06,01,01,00,00,00,,01,199806,19,1630,02,1,1,0,1,02,01,,01,01,01,01,02,9 AV SW & 9 ST SW
98144388,01,2,12,08,MINOR INJURY,004,F,,07,00,01,01,01,00,02,00,00,00,,01,199806,20,1810,02,2,1,0,2,01,01,NO,01,01,01,02,01,2215 48 ST SE
98144388,01,2,12,08,MINOR INJURY,004,F,,07,00,01,01,01,00,02,00,00,00,,01,199806,20,1810,02,2,1,0,2,01,01,NO,01,01,01,02,01,2215 48 ST SE
98144388,01,2,12,08,MINOR INJURY,004,F,,07,00,01,01,01,00,02,00,00,00,,01,199806,20,1810,02,2,1,0,2,01,01,NO,01,01,01,02,01,2215 48 ST SE
98144388,01,2,12,08,MINOR INJURY,004,F,,07,00,01,01,01,00,02,00,00,00,,01,199806,20,1810,02,2,1,0,2,01,01,NO,01,01,01,02,01,2215 48 ST SE
98146175,02,2,12,08,MINOR INJURY,044,F,,07,00,01,00,98,01,03,00,00,00,,01,199806,22,1515,02,1,2,0,2,01,01,NO,01,01,01,01,02,6 AV SW & 6 ST SW
98146175,03,2,12,08,MINOR INJURY,040,M,,07,00,01,00,98,01,03,00,00,00,,01,199806,22,1515,02,1,2,0,2,01,01,NO,01,01,01,01,02,6 AV SW & 6 ST SW
98146175,03,2,12,08,MINOR INJURY,040,M,,07,00,01,00,98,01,03,00,00,00,,01,199806,22,1515,02,1,2,0,2,01,01,NO,01,01,01,01,02,6 AV SW & 6 ST SW
98146175,02,2,12,08,MINOR INJURY,044,F,,07,00,01,00,98,01,03,00,00,00,,01,199806,22,1515,02,1,2,0,2,01,01,NO,01,01,01,01,02,6 AV SW & 6 ST SW
98146211,02,2,12,08,MINOR INJURY,083,M,E,07,00,01,01,01,00,03,00,00,00,,01,199806,22,1545,02,1,1,0,2,01,01,NO,09,01,01,02,01,3625 SHAGANAPPI TR NW
98146460,01,2,12,98,MINOR INJURY,010,F,,07,00,01,01,01,00,02,00,00,00,,01,199806,22,1920,02,1,1,0,2,01,01,NO,01,01,01,02,01,420 DOUGLAS GLEN BV SE
98147448,02,2,12,08,MINOR INJURY,023,M,,07,00,01,00,00,00,98,00,00,00,,01,199806,21,0200,02,1,1,0,1,01,01,NO,01,01,01,02,01,1 ST SW & 8 AV SW
98148309,02,2,12,08,MINOR INJURY,046,F,,07,00,01,01,01,00,03,00,00,00,,01,199806,24,1416,02,1,1,0,2,01,01,NO,01,02,02,02,01,22 TUSCARORA CR NW
98150527,02,2,12,08,MINOR INJURY,081,F,,07,00,01,00,01,00,98,00,00,00,,01,199806,26,1700,02,1,1,0,2,02,01,NO,06,02,01,00,01,3136 10 ST NW
98152446,02,2,12,08,MAJOR INJURY,046,F,,07,00,03,02,99,99,98,00,00,00,,01,199806,27,2300,02,1,1,0,1,02,02,NO,01,09,09,09,09,727 42 AV SE
98152564,02,2,12,08,MINOR INJURY,022,F,,07,00,99,99,99,99,98,00,00,00,,07,199806,28,0400,02,1,1,0,1,99,99,NO,01,01,01,02,02,22 AV SE & 8 ST SE
98154071,01,2,12,08,MAJOR INJURY,049,F,,07,00,01,00,01,00,98,00,00,00,,01,199806,30,0846,02,2,1,0,2,01,01,,01,01,01,02,01,2000 1 ST SE
98154071,01,2,12,08,MAJOR INJURY,049,F,,07,00,01,00,01,00,98,00,00,00,,01,199806,30,0846,02,2,1,0,2,01,01,,01,01,01,02,01,2000 1 ST SE
98154071,01,2,12,08,MAJOR INJURY,049,F,,07,00,01,00,01,00,98,00,00,00,,01,199806,30,0846,02,2,1,0,2,01,01,,01,01,01,02,01,2000 1 ST SE
98154071,01,2,12,08,MAJOR INJURY,049,F,,07,00,01,00,01,00,98,00,00,00,,01,199806,30,0846,02,2,1,0,2,01,01,,01,01,01,02,01,2000 1 ST SE
98154227,02,2,12,08,NO INJURY,000,M,,07,00,03,02,01,00,01,00,00,00,,01,199806,30,0130,03,1,0,0,2,02,02,NO,01,09,09,09,02,20 ST SW & 34 AV SW
98154227,02,2,12,08,NO INJURY,000,M,,07,00,03,02,01,00,01,00,00,00,,01,199806,30,0130,03,1,0,0,2,02,02,NO,01,09,09,09,02,20 ST SW & 34 AV SW
98154227,03,2,12,08,NO INJURY,000,M,,07,00,03,02,01,00,01,00,00,00,,01,199806,30,0130,03,1,0,0,2,02,02,NO,01,09,09,09,02,20 ST SW & 34 AV SW
98154227,03,2,12,08,NO INJURY,000,M,,07,00,03,02,01,00,01,00,00,00,,01,199806,30,0130,03,1,0,0,2,02,02,NO,01,09,09,09,02,20 ST SW & 34 AV SW
98156157,01,2,12,08,MINOR INJURY,038,M,,07,00,01,01,01,00,03,00,00,00,,01,199806,11,1610,02,1,1,0,2,01,01,NO,09,01,01,02,01,1410 OLYMPIC WY SE
98156297,02,2,12,08,MAJOR INJURY,006,F,,07,00,01,00,06,01,98,00,00,00,,01,199807,02,1122,02,1,1,0,2,01,01,NO,01,01,01,02,01,DOVER RIDGE DR SE & 26 ST SE
98156355,02,2,12,08,MINOR INJURY,020,F,,07,00,01,00,01,00,98,00,00,00,,01,199807,02,1235,02,1,1,0,2,01,01,NO,09,01,01,08,08,4122 BRENTWOOD RD NW
98156723,02,2,12,08,MINOR INJURY,014,M,S,07,00,01,01,01,00,98,00,00,00,,01,199807,02,1940,02,1,1,0,2,01,01,NO,01,01,01,04,01,26 AV SW & 31 ST SW
98157958,02,2,12,08,MAJOR INJURY,066,M,,07,00,03,02,01,00,98,00,00,00,,01,199807,03,2224,02,1,1,0,2,02,02,YES,01,01,01,02,02,10 ST SE & 9 AV SE
98158807,01,2,12,07,MINOR INJURY,005,F,,07,00,01,00,01,00,02,00,00,00,,01,199807,04,1815,02,1,1,0,2,01,01,,01,02,01,02,01,1107 78 AV NW
98159566,02,2,12,08,MINOR INJURY,017,F,,07,00,01,01,01,00,01,01,00,00,,01,199807,04,1345,02,1,1,0,1,01,01,NO,09,01,01,02,01,3330 17 AV SE
98160544,02,2,12,08,MINOR INJURY,023,F,,07,00,03,02,01,00,03,00,00,00,,01,199807,05,2050,02,1,1,0,2,01,01,NO,01,09,09,09,09,11 AV SW & 5 ST SW
98160819,02,2,12,08,NO INJURY,028,M,,07,00,01,01,01,00,01,00,00,00,,01,199807,06,1505,03,1,0,0,2,01,01,NO,01,01,01,02,01,2 ST SW & 7 AV SW
98160884,02,2,12,08,NO INJURY,000,,E,07,00,01,00,06,01,01,00,00,00,,01,199807,03,1915,03,1,0,0,2,02,02,NO,01,01,01,03,02,23 AV NE & 52 ST NE
98160975,02,2,12,08,DEATH,004,F,,07,00,01,00,01,00,98,00,00,00,,01,199807,06,1810,01,1,0,1,2,01,01,NO,01,01,01,02,01,6255 PENEDO WY SE
98161637,02,2,12,08,NO INJURY,068,M,N,07,00,01,00,06,01,01,01,00,00,,01,199807,07,1030,03,1,0,0,1,01,01,NO,01,01,01,03,02,SHAGANAPPI TR NW & 40 AV NW
98163981,02,2,12,08,NO INJURY,007,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,09,1300,03,1,0,0,2,01,01,NO,01,09,09,09,01,20 ST SW & 33 AV SW
98164225,02,2,12,08,MINOR INJURY,008,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,08,1630,02,1,1,0,2,01,01,NO,01,09,09,09,01,4411 10 AV SW
98166190,03,2,12,99,MINOR INJURY,000,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1023,02,2,1,0,2,01,01,YES,09,01,02,08,01,4715 MACLEOD TR S
98166190,03,2,12,99,MINOR INJURY,000,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1023,02,2,1,0,2,01,01,YES,09,01,02,08,01,4715 MACLEOD TR S
98166190,03,2,12,99,MINOR INJURY,000,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1023,02,2,1,0,2,01,01,YES,09,01,02,08,01,4715 MACLEOD TR S
98166190,03,2,12,99,MINOR INJURY,000,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1023,02,2,1,0,2,01,01,YES,09,01,02,08,01,4715 MACLEOD TR S
98166259,02,2,12,08,MINOR INJURY,040,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1210,02,2,2,0,2,01,01,YES,01,04,01,03,01,GLENMORE TR SW & MACLEOD TR S
98166259,02,2,12,08,MINOR INJURY,040,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1210,02,2,2,0,2,01,01,YES,01,04,01,03,01,GLENMORE TR SW & MACLEOD TR S
98166259,02,2,12,08,MINOR INJURY,040,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1210,02,2,2,0,2,01,01,YES,01,04,01,03,01,GLENMORE TR SW & MACLEOD TR S
98166259,02,2,12,08,MINOR INJURY,040,M,,07,00,01,00,01,00,98,00,00,00,,01,199807,11,1210,02,2,2,0,2,01,01,YES,01,04,01,03,01,GLENMORE TR SW & MACLEOD TR S
98166339,02,2,12,08,MINOR INJURY,029,M,,07,00,01,01,01,00,98,00,00,00,,01,199807,10,1820,02,1,1,0,2,99,99,NO,09,01,01,09,01,3525 26 AV SE
98166470,01,2,12,08,MINOR INJURY,016,M,S,07,00,01,00,02,01,02,00,00,00,,01,199807,11,1630,02,1,1,0,2,01,01,NO,01,00,01,01,02,6 AV SW & 9 ST SW
98166532,02,2,12,08,NO INJURY,029,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,11,1750,03,1,0,0,1,01,01,NO,09,01,01,08,08,100 3636 MORLEY TR NW
98166532,03,2,12,08,NO INJURY,002,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,11,1750,03,1,0,0,1,01,01,NO,09,01,01,08,08,100 3636 MORLEY TR NW
98166532,02,2,12,08,NO INJURY,029,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,11,1750,03,1,0,0,1,01,01,NO,09,01,01,08,08,100 3636 MORLEY TR NW
98166532,03,2,12,08,NO INJURY,002,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,11,1750,03,1,0,0,1,01,01,NO,09,01,01,08,08,100 3636 MORLEY TR NW
98167476,02,2,12,08,MINOR INJURY,013,F,,07,00,01,00,06,01,01,00,00,00,,01,199807,12,1455,02,1,1,0,2,01,01,NO,01,01,02,02,08,FAIRMOUNT DR SE & WILLINGDON BV SE
98168450,02,2,12,08,NO INJURY,000,M,,07,00,03,99,01,00,02,00,00,00,,01,199807,03,0130,03,1,0,0,2,01,01,YES,01,01,01,02,01,CITY STREET IN OBREGON MEXICO
98168453,02,2,12,08,MINOR INJURY,036,M,,07,00,01,01,06,01,01,00,00,00,,01,199807,13,1405,02,1,1,0,1,01,01,,01,01,01,02,02,CENTRE ST N & 8 AV NE
98168656,02,2,12,08,MINOR INJURY,016,M,,07,00,01,00,06,01,01,00,00,00,,01,199807,13,1725,02,1,1,0,2,01,01,NO,01,01,01,02,02,1 ST SW & 6 AV SW
98168906,01,2,12,08,MAJOR INJURY,017,F,,07,00,01,01,01,00,02,00,00,00,,01,199807,13,2105,02,1,1,0,2,01,01,NO,01,00,01,01,09,FALCONRIDGE BV NE & FALCONRIDGE DR NE
98169264,02,2,12,08,MINOR INJURY,069,F,W,07,00,01,00,06,01,01,00,00,00,,01,199807,14,0815,02,1,1,0,2,01,01,NO,01,00,00,00,02,ELBOW DR SW & 68 AV SW
98169309,02,2,12,08,MINOR INJURY,049,F,E,07,00,01,00,01,00,02,00,00,00,,01,199807,14,0905,02,1,1,0,2,01,01,NO,09,01,01,08,08,11015 MACLEOD TR S
98169882,02,2,12,08,MAJOR INJURY,003,M,,07,00,01,01,01,00,02,00,00,00,,01,199807,14,1919,02,1,1,0,2,01,01,NO,01,01,01,02,01,BANNISTER RD SE & 149 AV SE
98170455,02,2,12,08,MINOR INJURY,058,M,,07,00,01,01,02,01,01,00,00,00,,01,199807,14,1600,02,1,1,0,1,01,01,NO,01,01,01,01,02,4 AV SW & 5 ST SW
98173080,03,2,12,99,MAJOR INJURY,075,F,,07,00,01,00,06,01,01,00,00,00,,01,199807,17,2026,02,1,2,0,2,01,01,NO,01,01,02,02,02,CRESCENT BV SW & LANSDOWNE AV SW
98173080,02,2,12,99,MAJOR INJURY,068,F,,07,00,01,00,06,01,01,00,00,00,,01,199807,17,2026,02,1,2,0,2,01,01,NO,01,01,02,02,02,CRESCENT BV SW & LANSDOWNE AV SW
98173080,02,2,12,99,MAJOR INJURY,068,F,,07,00,01,00,06,01,01,00,00,00,,01,199807,17,2026,02,1,2,0,2,01,01,NO,01,01,02,02,02,CRESCENT BV SW & LANSDOWNE AV SW
98173080,03,2,12,99,MAJOR INJURY,075,F,,07,00,01,00,06,01,01,00,00,00,,01,199807,17,2026,02,1,2,0,2,01,01,NO,01,01,02,02,02,CRESCENT BV SW & LANSDOWNE AV SW
98174924,02,2,12,08,MINOR INJURY,045,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,19,1420,02,2,1,0,2,01,01,NO,01,09,09,09,08,17 AV SE & 50 ST SE
98174924,02,2,12,08,MINOR INJURY,045,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,19,1420,02,2,1,0,2,01,01,NO,01,09,09,09,08,17 AV SE & 50 ST SE
98174924,02,2,12,08,MINOR INJURY,045,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,19,1420,02,2,1,0,2,01,01,NO,01,09,09,09,08,17 AV SE & 50 ST SE
98174924,02,2,12,08,MINOR INJURY,045,F,,07,00,01,01,01,00,03,00,00,00,,01,199807,19,1420,02,2,1,0,2,01,01,NO,01,09,09,09,08,17 AV SE & 50 ST SE
98176787,02,2,12,08,NO INJURY,030,F,,07,00,01,01,01,00,98,00,00,00,,01,199807,21,1130,03,1,0,0,2,01,01,NO,01,01,01,08,08,3803 17 AV SW
98179777,02,2,12,08,MINOR INJURY,038,M,,07,00,01,01,01,00,03,00,00,00,,01,199807,24,0910,02,1,1,0,2,01,01,YES,01,01,01,03,01,14 PROMENADE WY SE
98181574,02,2,12,08,MINOR INJURY,029,M,,07,00,03,02,01,00,98,00,00,00,,01,199807,25,2130,02,1,1,0,2,01,01,NO,09,01,01,08,01,11333 85 ST NW
98183065,02,2,12,08,MAJOR INJURY,051,F,,07,00,01,00,01,00,03,00,00,00,,01,199807,27,1020,02,1,1,0,2,01,01,NO,01,01,02,00,08,1403 29 ST NW
98185299,03,2,12,08,MINOR INJURY,029,M,E,07,00,01,01,01,00,01,00,00,00,,08,199807,29,1440,02,2,1,0,2,01,01,NO,01,01,01,02,02,14 AV SW & 4 ST SW
98185299,03,2,12,08,MINOR INJURY,029,M,E,07,00,01,01,01,00,01,00,00,00,,08,199807,29,1440,02,2,1,0,2,01,01,NO,01,01,01,02,02,14 AV SW & 4 ST SW
98185299,03,2,12,08,MINOR INJURY,029,M,E,07,00,01,01,01,00,01,00,00,00,,08,199807,29,1440,02,2,1,0,2,01,01,NO,01,01,01,02,02,14 AV SW & 4 ST SW
98185299,03,2,12,08,MINOR INJURY,029,M,E,07,00,01,01,01,00,01,00,00,00,,08,199807,29,1440,02,2,1,0,2,01,01,NO,01,01,01,02,02,14 AV SW & 4 ST SW
98186705,02,2,12,08,MINOR INJURY,044,F,N,07,00,03,02,06,01,01,00,00,00,,01,199807,30,2220,02,1,1,0,2,01,01,NO,01,01,01,02,02,CHARLESWOOD DR NW & 24 ST NW
98187011,02,2,12,08,MAJOR INJURY,077,M,,07,00,01,01,06,01,01,00,00,00,,01,199807,31,0712,02,1,1,0,2,01,01,NO,01,00,01,03,02,SCHILLER CR NW & SCURFIELD DR NW
98187650,01,2,12,08,MINOR INJURY,007,F,,07,00,01,00,01,00,02,00,00,00,,01,199807,31,2000,02,1,1,0,2,01,01,NO,01,00,00,00,01,4819 GREENVIEW DR NE
98187661,02,2,12,08,MAJOR INJURY,042,F,,07,00,01,00,01,00,04,00,00,00,,01,199807,31,2005,02,1,1,0,2,01,01,,01,01,01,02,01,5216 8 AV SE
98187812,01,2,12,99,NO INJURY,045,M,,07,00,03,02,06,01,01,00,00,00,,01,199807,31,2240,03,1,0,0,2,01,01,NO,01,01,01,02,02,1 ST SE & 11 AV SE
98189163,02,2,12,08,MINOR INJURY,021,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,02,0330,02,1,1,0,1,01,01,NO,01,01,01,04,01,CROWCHILD TR NW & SARCEE TR NW
98192599,02,2,12,99,MAJOR INJURY,051,F,,07,00,03,02,06,99,98,00,00,00,,01,199808,05,2140,02,1,1,0,2,01,01,NO,01,01,01,03,02,37 AV NE & 68 ST NE
98193502,02,2,12,08,NO INJURY,003,M,,07,00,01,00,01,00,03,00,00,00,,01,199808,06,1700,03,1,0,0,2,01,01,NO,01,01,01,02,01,103 4848 DALTON DR NW
98195152,02,2,12,08,MINOR INJURY,023,F,,07,00,01,00,01,00,03,00,00,00,,01,199808,08,1050,02,1,2,0,2,01,01,NO,01,02,01,02,01,1219 21 AV NW
98195450,02,2,12,08,MINOR INJURY,021,F,,07,00,01,00,06,01,01,00,00,00,,01,199808,08,1752,02,1,1,0,2,01,01,NO,01,01,01,03,02,BOW TR SW & 42 ST SW
98195651,01,2,12,08,MINOR INJURY,037,M,,07,00,03,02,01,00,02,00,00,00,,01,199808,08,2225,02,1,1,0,2,01,98,NO,01,00,01,01,02,320 5 AV SE
98195735,02,2,12,08,MINOR INJURY,041,M,,07,00,03,02,98,99,01,00,00,00,,01,199808,08,2335,02,1,1,0,2,01,01,NO,01,01,01,02,01,17 AV SE & 48 ST SE
98199697,02,2,12,08,MINOR INJURY,027,F,E,07,00,01,01,06,98,01,00,00,00,,01,199808,12,2035,02,1,1,0,2,01,01,NO,01,01,01,02,02,EDMONTON TR NE & 24 AV NE
98200896,02,2,12,08,MINOR INJURY,025,M,W,07,00,03,02,06,01,01,00,00,00,,01,199808,13,2315,02,1,1,0,2,01,01,NO,01,02,01,01,02,16 AV SW & 37 ST SW
98201800,02,2,12,08,MAJOR INJURY,070,F,,07,00,01,01,06,99,01,00,00,00,,01,199808,14,2003,02,1,1,0,2,01,01,NO,01,01,01,02,02,RUNDLELAWN RD NE & 26 AV NE
98201811,02,2,12,08,MINOR INJURY,011,F,,07,00,01,01,06,98,01,00,00,00,,01,199808,14,2015,02,1,1,0,2,01,01,NO,01,02,01,02,02,17 AV SW & 38 ST SW
98202720,04,2,12,08,MINOR INJURY,034,M,,07,00,01,01,02,01,98,00,00,00,,03,199808,15,1435,02,2,1,0,2,01,01,YES,01,01,01,01,02,4 ST SW & 6 AV SW
98202720,04,2,12,08,MINOR INJURY,034,M,,07,00,01,01,02,01,98,00,00,00,,03,199808,15,1435,02,2,1,0,2,01,01,YES,01,01,01,01,02,4 ST SW & 6 AV SW
98202720,04,2,12,08,MINOR INJURY,034,M,,07,00,01,01,02,01,98,00,00,00,,03,199808,15,1435,02,2,1,0,2,01,01,YES,01,01,01,01,02,4 ST SW & 6 AV SW
98202720,04,2,12,08,MINOR INJURY,034,M,,07,00,01,01,02,01,98,00,00,00,,03,199808,15,1435,02,2,1,0,2,01,01,YES,01,01,01,01,02,4 ST SW & 6 AV SW
98203070,01,2,12,08,MAJOR INJURY,014,M,,07,00,03,02,01,00,02,00,00,00,,01,199808,15,2144,02,1,1,0,2,02,02,,01,01,01,02,01,2600 38 ST NE
98204970,02,2,12,08,NO INJURY,019,M,N,07,00,03,02,06,01,01,00,00,00,,01,199808,17,2230,03,1,0,0,2,01,01,NO,01,01,01,02,02,16 AV NW & 43 ST NW
98205288,02,2,12,08,DEATH,060,F,,07,00,01,00,01,00,98,00,00,00,,01,199808,18,1025,01,1,0,1,2,01,01,NO,01,02,01,08,01,1822 34 AV SW
98205403,03,2,12,08,MINOR INJURY,034,F,,07,00,01,00,02,01,98,00,00,00,,08,199808,18,1249,02,2,1,0,2,01,01,YES,01,01,01,03,02,ANDERSON RD SE & BONAVENTURE DR SE
98205403,03,2,12,08,MINOR INJURY,034,F,,07,00,01,00,02,01,98,00,00,00,,08,199808,18,1249,02,2,1,0,2,01,01,YES,01,01,01,03,02,ANDERSON RD SE & BONAVENTURE DR SE
98205403,03,2,12,08,MINOR INJURY,034,F,,07,00,01,00,02,01,98,00,00,00,,08,199808,18,1249,02,2,1,0,2,01,01,YES,01,01,01,03,02,ANDERSON RD SE & BONAVENTURE DR SE
98205403,03,2,12,08,MINOR INJURY,034,F,,07,00,01,00,02,01,98,00,00,00,,08,199808,18,1249,02,2,1,0,2,01,01,YES,01,01,01,03,02,ANDERSON RD SE & BONAVENTURE DR SE
98206661,02,2,12,99,MAJOR INJURY,077,M,W,07,00,01,01,01,00,98,00,00,00,,01,199808,19,2003,02,1,1,0,2,01,01,,09,02,01,08,08,5111 NORTHLAND DR NW
98207471,02,2,12,08,MINOR INJURY,012,M,S,07,00,01,01,02,01,01,00,00,00,,01,199808,20,1748,02,1,1,0,2,01,01,NO,01,01,01,02,02,CENTRE ST N & 40 AV NE
98207921,02,2,12,08,DEATH,031,M,,07,00,03,02,01,00,02,00,00,00,,01,199808,21,0120,01,1,0,1,2,01,01,NO,01,01,01,02,01,DEERFOOT TR NE & MEMORIAL DR E
98208480,01,2,12,08,NO INJURY,004,F,W,07,00,01,01,01,00,02,00,00,00,,01,199808,21,1650,03,1,0,0,2,01,01,NO,01,09,09,09,09,3800 MEMORIAL DR E
98211918,02,2,12,08,MINOR INJURY,019,F,,07,00,01,01,06,01,01,00,00,00,,01,199808,25,0741,02,1,1,0,2,01,01,NO,01,00,00,00,09,BRISEBOIS DR NW & NORTHMOUNT DR NW
98212190,02,2,12,08,MINOR INJURY,025,M,,07,00,01,01,01,00,03,00,00,00,,01,199808,25,1330,02,1,1,0,2,01,01,NO,09,01,01,09,01,1600 90 AV SW
98212940,02,2,12,08,MAJOR INJURY,069,M,,07,00,01,00,01,00,01,00,00,00,,01,199808,26,0844,02,1,1,0,1,01,01,NO,01,01,01,02,02,17 AV SE & 54 ST SE
98213226,02,2,12,08,MINOR INJURY,042,F,,07,00,01,02,01,00,03,00,00,00,,01,199808,26,1500,02,1,1,0,2,01,01,NO,01,01,01,01,01,2001 AIRPORT RD NE
98214484,02,2,12,08,MINOR INJURY,021,F,,07,00,03,02,01,00,02,00,00,00,,01,199808,27,2122,02,1,1,0,2,01,01,NO,01,00,00,00,02,CENTRE ST N & 27 AV NE
98214618,01,2,12,08,MINOR INJURY,022,F,,07,00,01,00,01,00,02,00,00,00,,01,199808,27,2355,02,1,1,0,2,01,01,NO,01,01,01,02,01,CENTRE ST S & 11 AV SE
98215189,02,2,12,08,MAJOR INJURY,041,M,,07,00,01,01,06,01,01,00,00,00,,01,199808,28,1557,02,1,1,0,2,01,01,NO,01,01,01,03,02,5300 MACLEOD TR S
98215671,01,2,12,08,MINOR INJURY,027,M,W,07,00,03,02,01,00,02,00,00,00,,03,199808,28,2340,02,1,1,0,2,01,01,NO,01,01,01,03,01,MACLEOD TR S & 75 AV SW
98216391,02,2,12,08,MINOR INJURY,004,F,,07,00,01,01,01,00,02,00,00,00,,01,199808,29,1700,02,1,1,0,2,01,01,NO,01,01,02,01,01,3417 64 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,05,2,12,08,MAJOR INJURY,022,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,04,2,12,08,MINOR INJURY,020,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
98216942,04,2,12,08,MINOR INJURY,020,M,,07,00,03,02,01,00,03,00,00,00,,01,199808,30,0127,02,3,2,0,2,01,01,YES,09,01,01,08,08,3064 32 ST NE
